hotel;meal;market_segment;lead_time;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;is_repeated_guest;previous_cancellations;previous_bookings_not_canceled;booking_changes;days_in_waiting_list;total_of_special_requests;adr;is_canceled
Resort Hotel;BB;Direct;0;0;1;2;0;0;1;0;2;0;0;0;54;0
Resort Hotel;BB;Groups;280;3;7;1;0;0;0;0;1;2;0;0;0;0
Resort Hotel;BB;Groups;195;4;6;2;0;0;1;0;2;2;0;0;-6.38;0
Resort Hotel;HB;Complementary;252;2;6;2;0;0;1;0;3;4;0;1;0;0
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;1;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;FB;Groups;166;0;2;2;0;0;0;24;0;0;0;0;121.5;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;1;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;244;0;3;2;0;0;0;19;0;0;0;0;36;1
Resort Hotel;BB;Offline TA/TO;203;0;2;2;0;0;0;1;0;0;0;1;61.65;1
Resort Hotel;BB;Online TA;212;2;6;2;0;0;0;1;0;0;0;1;184;1
Resort Hotel;BB;Online TA;2;2;3;2;0;0;1;0;1;0;0;0;48;0
Resort Hotel;BB;Corporate;6;1;3;1;0;0;1;0;1;1;0;0;25;0
Resort Hotel;BB;Corporate;6;1;3;1;0;0;1;0;1;1;0;0;25;0
Resort Hotel;BB;Corporate;11;1;3;1;0;0;1;0;2;0;0;0;27;0
Resort Hotel;BB;Corporate;14;1;2;1;0;0;1;0;3;0;0;0;39;0
Resort Hotel;BB;Corporate;7;0;1;1;0;0;1;0;4;0;0;0;27;0
Resort Hotel;BB;Corporate;14;1;2;1;0;0;1;0;1;0;0;0;39;0
Resort Hotel;BB;Corporate;7;0;1;1;0;0;1;0;2;0;0;0;27;0
Resort Hotel;BB;Offline TA/TO;299;4;5;2;0;0;0;1;0;0;0;1;71.55;1
Resort Hotel;Undefined;Offline TA/TO;191;1;2;2;0;0;1;0;1;1;0;0;85.33;0
Resort Hotel;HB;Direct;96;0;5;2;0;0;1;0;1;0;0;1;120.02;0
Resort Hotel;HB;Direct;61;0;3;2;0;0;1;0;2;1;0;1;171.33;0
Resort Hotel;HB;Offline TA/TO;89;0;4;3;0;0;1;0;1;3;0;1;134.51;0
Resort Hotel;BB;Direct;49;0;2;2;0;0;1;0;2;0;0;1;225;0
Resort Hotel;BB;Corporate;0;0;1;1;0;0;1;0;1;0;0;0;48;0
Resort Hotel;BB;Corporate;3;1;1;1;0;0;1;0;2;0;0;0;39;0
Resort Hotel;BB;Corporate;3;0;2;1;0;0;1;1;3;3;0;0;114;1
Resort Hotel;BB;Corporate;0;0;1;1;0;0;1;1;3;0;0;0;48;0
Resort Hotel;BB;Corporate;3;1;1;1;0;0;1;1;4;0;0;0;39;0
Resort Hotel;HB;Online TA;179;1;4;2;0;0;0;1;0;0;0;0;211;1
Resort Hotel;BB;Online TA;200;1;4;2;0;0;0;3;0;0;0;2;73.8;1
Resort Hotel;BB;Online TA;200;1;4;2;0;0;0;3;0;0;0;2;73.8;1
Resort Hotel;BB;Offline TA/TO;81;2;7;2;0;0;1;0;1;1;0;0;52.56;0
Resort Hotel;HB;Online TA;182;2;6;1;0;0;0;1;0;0;0;1;88;1
Resort Hotel;HB;Offline TA/TO;155;2;6;2;0;0;0;1;0;0;0;0;121.7;1
Resort Hotel;HB;Groups;221;2;5;2;0;0;1;0;1;0;0;0;71.43;0
Resort Hotel;BB;Online TA;250;2;1;2;0;0;0;1;0;1;0;0;178;1
Resort Hotel;BB;Online TA;174;2;9;2;2;0;0;1;0;0;0;2;199;1
Resort Hotel;BB;Direct;0;0;1;1;0;0;1;0;1;0;0;1;45;0
Resort Hotel;BB;Corporate;1;0;2;1;0;0;1;0;1;0;0;0;134;0
Resort Hotel;BB;Corporate;1;0;2;1;0;0;1;0;2;0;0;0;42;0
Resort Hotel;BB;Corporate;6;1;0;1;0;0;1;0;3;0;0;0;57;0
Resort Hotel;BB;Corporate;6;0;1;1;0;0;1;0;4;0;0;0;65;0
Resort Hotel;BB;Corporate;7;0;2;1;0;0;1;0;5;0;0;0;42;0
Resort Hotel;BB;Corporate;1;0;1;1;0;0;1;0;6;0;0;0;30;0
Resort Hotel;BB;Corporate;0;0;2;1;0;0;1;0;7;0;0;0;30;0
Resort Hotel;BB;Corporate;2;0;2;1;0;0;1;1;8;1;0;0;35;1
Resort Hotel;BB;Corporate;2;0;1;1;0;0;1;1;8;0;0;0;35;0
Resort Hotel;BB;Corporate;1;0;1;1;0;0;1;1;9;0;0;0;35;0
Resort Hotel;BB;Corporate;5;1;2;1;0;0;1;1;10;0;0;0;45;0
Resort Hotel;BB;Direct;0;0;2;2;0;0;1;0;1;0;0;1;85;0
Resort Hotel;BB;Online TA;1;0;1;1;0;0;1;0;1;0;0;0;68.8;0
Resort Hotel;BB;Online TA;2;0;0;1;0;0;1;0;2;0;0;0;0;0
Resort Hotel;BB;Direct;0;0;1;2;0;0;1;0;1;0;0;1;80;0
Resort Hotel;BB;Direct;0;0;1;1;0;0;1;0;1;0;0;0;40;0
Resort Hotel;BB;Online TA;114;2;5;1;0;0;1;0;1;1;0;1;51;0
Resort Hotel;BB;Direct;1;1;0;1;0;0;1;0;1;0;0;0;92.1;0
Resort Hotel;BB;Direct;1;0;2;1;0;0;1;0;2;0;0;0;4;0
Resort Hotel;BB;Direct;0;0;1;1;0;0;1;0;3;1;0;0;81;0
Resort Hotel;BB;Direct;0;0;3;1;0;0;1;0;4;0;0;0;45;0
Resort Hotel;BB;Direct;0;2;2;1;0;0;1;0;5;2;0;0;46;0
Resort Hotel;BB;Direct;14;1;0;1;0;0;1;0;6;0;0;0;126;0
Resort Hotel;BB;Direct;0;0;4;1;0;0;1;0;7;0;0;1;47;0
Resort Hotel;BB;Direct;2;0;1;1;0;0;1;0;8;0;0;1;60;0
Resort Hotel;BB;Direct;0;2;3;1;0;0;1;0;9;1;0;1;70;0
Resort Hotel;BB;Direct;4;1;0;1;0;0;1;0;10;0;0;1;115.2;0
Resort Hotel;HB;Online TA;198;2;5;2;0;0;0;2;0;0;0;2;147.6;1
Resort Hotel;HB;Online TA;198;2;5;2;0;0;0;2;0;0;0;2;147.6;1
Resort Hotel;BB;Corporate;0;0;1;1;0;0;1;0;1;0;0;0;25;0
Resort Hotel;BB;Online TA;135;1;4;2;0;0;0;1;0;0;0;0;123;1
Resort Hotel;BB;Online TA;252;2;5;2;0;0;0;1;0;0;0;1;80.86;1
Resort Hotel;HB;Offline TA/TO;183;2;5;2;0;0;0;1;0;0;0;2;119.7;1
Resort Hotel;HB;Groups;277;2;5;2;0;0;0;2;0;0;0;0;79.2;1
Resort Hotel;HB;Groups;277;2;5;2;0;0;0;2;0;0;0;0;79.2;1
Resort Hotel;HB;Offline TA/TO;152;2;6;2;0;0;0;1;0;1;0;1;126.1;1
Resort Hotel;BB;Corporate;1;0;1;2;0;0;1;0;1;0;0;0;508;0
Resort Hotel;BB;Offline TA/TO;144;2;5;2;0;0;0;1;0;0;0;1;90.95;1
Resort Hotel;BB;Corporate;5;0;1;1;0;0;1;0;1;0;0;0;134;0
Resort Hotel;BB;Corporate;1;0;0;1;0;0;1;0;2;0;0;0;0;0
Resort Hotel;BB;Direct;0;1;1;1;0;0;1;0;2;0;0;0;38;0
Resort Hotel;BB;Direct;0;1;1;1;0;0;1;0;3;1;0;0;63;0
Resort Hotel;BB;Online TA;1;0;1;2;0;0;1;0;4;0;0;2;65;0
Resort Hotel;BB;Online TA;167;0;2;2;0;0;0;1;0;0;0;1;110.7;1
Resort Hotel;HB;Complementary;0;0;1;1;0;0;1;0;1;1;0;0;0;0
Resort Hotel;HB;Offline TA/TO;155;2;6;3;0;0;0;1;0;0;0;3;173.21;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;214;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Direct;39;2;8;2;0;0;0;0;1;1;0;2;107.1;0
Resort Hotel;BB;Direct;1;0;1;2;0;0;1;0;2;0;0;2;140;0
Resort Hotel;HB;Direct;29;4;8;2;0;0;1;0;2;5;0;2;140;0
Resort Hotel;HB;Direct;11;2;2;2;0;0;1;0;4;1;0;4;93;0
Resort Hotel;HB;Direct;23;1;3;2;0;0;1;1;5;0;0;4;98.5;0
Resort Hotel;HB;Direct;5;0;3;2;0;0;1;1;6;0;0;4;115;0
Resort Hotel;HB;Direct;127;2;8;2;0;0;1;1;7;0;0;4;112.5;1
Resort Hotel;HB;Direct;128;3;8;2;0;0;1;1;7;1;0;4;112.5;0
Resort Hotel;HB;Direct;157;4;9;2;0;0;1;1;8;2;0;4;147;0
Resort Hotel;HB;Direct;3;0;3;2;0;0;1;1;9;0;0;4;95;0
Resort Hotel;HB;Direct;46;2;2;2;0;0;1;1;10;1;0;4;91.35;0
Resort Hotel;HB;Direct;29;0;3;2;0;0;1;1;11;1;8;4;126.5;0
Resort Hotel;HB;Direct;108;4;10;2;0;0;1;1;12;1;0;4;143.5;0
Resort Hotel;HB;Direct;142;4;6;2;0;0;1;1;13;0;0;4;184;0
Resort Hotel;BB;Offline TA/TO;114;4;10;2;0;0;0;1;0;0;0;1;88.4;1
Resort Hotel;BB;Online TA;242;1;5;2;0;0;0;1;0;0;0;1;90.67;1
Resort Hotel;HB;Online TA;235;2;2;2;0;0;0;1;0;0;0;1;129;1
Resort Hotel;HB;Online TA;235;2;2;2;0;0;0;2;0;0;0;1;40;1
Resort Hotel;HB;Online TA;235;2;3;2;0;0;0;2;0;0;0;0;40;1
Resort Hotel;Undefined;Direct;32;1;2;2;0;0;1;2;1;0;0;1;204.33;0
Resort Hotel;HB;Groups;289;1;2;1;0;0;0;0;1;1;0;1;13;0
Resort Hotel;BB;Offline TA/TO;217;3;7;2;0;0;0;1;0;0;0;0;88.4;1
Resort Hotel;BB;Offline TA/TO;178;1;4;2;0;0;0;1;0;0;0;0;119.25;1
Resort Hotel;BB;Corporate;6;1;3;1;0;0;1;0;1;0;0;0;35;0
Resort Hotel;BB;Corporate;4;1;3;1;0;0;1;0;2;0;0;0;35;0
Resort Hotel;BB;Offline TA/TO;0;0;1;2;0;0;1;0;1;0;0;1;30.5;0
Resort Hotel;BB;Online TA;0;0;1;1;0;0;1;0;2;0;0;1;43;0
Resort Hotel;BB;Online TA;2;1;0;1;0;0;1;0;3;0;0;1;60;0
Resort Hotel;BB;Corporate;8;0;1;1;0;0;1;0;1;0;0;0;30;0
Resort Hotel;BB;Online TA;11;0;1;2;1;0;1;0;1;0;0;2;94.16;0
Resort Hotel;HB;Direct;158;2;3;2;0;0;0;2;0;0;0;1;99.7;1
Resort Hotel;HB;Online TA;235;2;3;2;0;0;0;2;0;0;0;1;112;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Groups;244;2;5;2;0;0;0;24;0;0;0;0;8;1
Resort Hotel;BB;Offline TA/TO;246;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;246;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;246;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;246;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;246;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;246;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;246;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;246;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;246;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;253;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;253;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;253;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;253;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;253;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;253;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;253;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;253;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;253;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;253;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;253;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;253;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;253;2;5;2;0;0;0;1;0;0;0;0;58.95;1
Resort Hotel;BB;Offline TA/TO;260;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;260;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;260;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;260;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;260;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;260;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;260;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;267;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;267;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;267;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;267;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;267;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;267;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;267;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;267;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;267;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;267;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;267;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;267;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Offline TA/TO;267;2;5;2;0;0;0;1;0;0;0;0;54.99;1
Resort Hotel;BB;Groups;274;2;5;2;0;0;0;1;0;0;0;0;36.05;1
Resort Hotel;BB;Groups;274;2;5;2;0;0;0;1;0;0;0;0;36.05;1
Resort Hotel;BB;Groups;274;2;5;2;0;0;0;1;0;0;0;0;36.05;1
Resort Hotel;BB;Groups;274;2;5;2;0;0;0;1;0;0;0;0;36.05;1
Resort Hotel;BB;Groups;274;2;5;2;0;0;0;1;0;0;0;0;36.05;1
Resort Hotel;BB;Groups;274;2;5;2;0;0;0;1;0;0;0;0;36.05;1
Resort Hotel;BB;Groups;274;2;5;2;0;0;0;1;0;0;0;0;36.05;1
Resort Hotel;BB;Offline TA/TO;241;3;7;2;0;0;1;0;1;1;0;3;71.2;0
Resort Hotel;HB;Online TA;196;0;3;2;0;0;0;1;0;0;0;0;164;1
Resort Hotel;BB;Direct;160;1;3;2;0;0;0;1;0;0;0;1;164.15;1
Resort Hotel;BB;Offline TA/TO;186;4;10;2;0;0;0;1;0;0;0;0;82.88;1
Resort Hotel;BB;Direct;99;4;10;2;0;0;1;0;1;0;0;2;119.76;0
Resort Hotel;BB;Direct;178;4;11;2;0;0;1;0;2;0;0;3;134;0
Resort Hotel;HB;Groups;67;1;2;1;0;0;1;0;1;1;0;0;45;0
Resort Hotel;BB;Online TA;152;2;6;2;0;0;0;1;0;1;0;1;166;1
Resort Hotel;BB;Online TA;48;2;5;1;0;0;1;0;1;0;0;1;42.14;0
Resort Hotel;BB;Offline TA/TO;321;4;10;2;0;0;1;0;1;0;0;1;84.8;0
Resort Hotel;BB;Corporate;0;0;1;1;0;0;1;0;1;0;0;0;35;0
Resort Hotel;BB;Corporate;0;0;3;1;0;0;1;0;2;2;0;0;30;0
Resort Hotel;BB;Corporate;0;1;2;1;0;0;1;0;3;4;0;0;30;0
Resort Hotel;BB;Corporate;0;1;1;1;0;0;1;0;4;0;0;0;42;0
Resort Hotel;BB;Corporate;0;0;2;1;0;0;1;0;5;0;0;0;42;0
Resort Hotel;BB;Corporate;0;1;1;1;0;0;1;0;6;0;0;0;57;0
Resort Hotel;BB;Corporate;1;0;1;1;0;0;1;0;7;0;0;0;42;0
Resort Hotel;BB;Corporate;0;0;3;1;0;0;1;0;8;0;0;0;35;0
Resort Hotel;BB;Corporate;0;0;1;1;0;0;1;0;9;0;0;0;35;0
Resort Hotel;BB;Corporate;0;0;1;1;0;0;1;0;10;0;0;0;48.5;0
Resort Hotel;BB;Direct;1;0;3;2;0;0;1;0;1;0;0;2;90.25;0
Resort Hotel;HB;Offline TA/TO;207;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;207;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;207;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;207;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;207;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;207;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;207;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;207;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;HB;Offline TA/TO;207;1;1;2;0;0;0;1;0;0;0;0;34;1
Resort Hotel;BB;Direct;0;0;1;1;0;0;1;0;1;0;0;0;44;0
Resort Hotel;BB;Direct;4;0;1;2;0;0;1;0;2;1;0;0;71;0
Resort Hotel;BB;Offline TA/TO;134;2;4;2;1;0;0;1;0;0;0;0;149.06;1
Resort Hotel;BB;Corporate;6;1;0;1;0;0;1;0;1;0;0;0;35;0
Resort Hotel;BB;Corporate;1;0;1;1;0;0;1;0;2;0;0;0;30;0
Resort Hotel;BB;Corporate;0;0;1;1;0;0;1;0;3;0;0;0;30;0
Resort Hotel;BB;Corporate;1;0;1;1;0;0;1;0;4;1;0;0;42;0
Resort Hotel;BB;Corporate;0;1;0;1;0;0;1;0;1;0;0;0;45;0
Resort Hotel;SC;Complementary;8;1;4;1;0;0;1;0;2;2;0;2;2.4;0
Resort Hotel;BB;Corporate;20;1;1;1;0;0;1;0;3;1;0;3;42;0
Resort Hotel;SC;Complementary;24;9;21;1;0;0;1;0;4;5;0;2;0;0
Resort Hotel;BB;Corporate;22;0;3;2;0;0;1;1;5;0;0;1;59;1
Resort Hotel;BB;Complementary;1;0;1;1;0;0;1;1;5;0;0;3;0;0
Resort Hotel;BB;Corporate;26;1;2;1;0;0;1;1;6;1;0;3;7;0
Resort Hotel;BB;Corporate;2;0;2;2;0;0;1;1;7;0;0;2;0;0
